MAE,MSE,RMSE,R2,Adjusted R2,Training Time,Prediction Time,Model
69963.8482390701,20178829871.97226,142052.20826151298,0.8665215722003039,0.8657762296532605,3.627528429031372,0.032011985778808594,XGBoost
72830.12077029841,21970421387.180916,148224.22672148072,0.8546705966865313,0.8538590783804534,25.72479772567749,0.25995850563049316,Random Forest
80901.10466892588,22299093891.755527,149328.81132506052,0.852496501882722,0.8516728434474463,9.84163784980774,0.017864465713500977,Gradient Boosting
105722.76081424937,42461446914.610916,206061.75509931706,0.7191270647395291,0.7175586723602245,0.3589057922363281,0.003198862075805664,Decision Tree
126496.5738214943,44660319716.59009,211329.88363359804,0.7045820149818444,0.7029324031529854,0.03093242645263672,0.0009984970092773438,Linear Regression
126496.57126162751,44660329559.40877,211329.90692140278,0.7045819498738093,0.7029323376813875,5.7053234577178955,0.0,Lasso Regression
126494.35516975126,44660625247.41619,211330.60650889212,0.7045799939640465,0.7029303708498391,0.01131582260131836,0.0010151863098144531,Ridge Regression
125435.49688461906,45111304696.34902,212394.220016339,0.7015988506238797,0.6999325808274566,0.8214931488037109,0.0,ElasticNet
